url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,42,21
/Atracsys/SlicerAstmPhantomTest/commit/47c75094114fc65594502eeef0a4103c0073d0f2,2,2
/Atracsys/SlicerAstmPhantomTest/find/master,2,2
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/UI/AstmPhantomTest.ui,1,1
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/setup_example_light.svg,1,1
/Atracsys/SlicerAstmPhantomTest/blob/master/SlicerAstmPhantomTest.png,1,1
/Atracsys/SlicerAstmPhantomTest/commit/1efb05510eaf9540e7f2bbd1eebc88349a582fca,1,1
/Atracsys/SlicerAstmPhantomTest/commit/54136192714496cd7813ad380d0e29c7d54a66de,1,1
/Atracsys/SlicerAstmPhantomTest/commit/ea3b2cc6da14232106917edd117c839ecb9939ab,1,1
/Atracsys/SlicerAstmPhantomTest/commits,1,1
